Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions,date,id
35.5,26.7,30.2,0.29,0.0,0.0,13.6,281.33,8.0,92.6,85.7,"Rain, Overcast",2019-01-01,1040
31.1,27.5,29.3,0.0,0.0,0.0,16.2,215.5,7.5,88.0,82.67,Overcast,2019-01-02,654
39.6,25.0,31.9,0.0,0.0,0.0,14.6,220.88,9.7,14.9,75.29,Clear,2019-01-03,752
49.5,31.9,38.4,0.0,0.0,0.0,11.3,247.21,9.9,13.4,68.89,Clear,2019-01-04,767
53.1,31.6,40.8,0.0,0.0,0.0,14.2,261.75,9.9,27.3,75.09,Partially cloudy,2019-01-05,792
40.5,35.7,38.8,0.0,0.0,0.0,17.4,85.13,9.9,71.2,73.63,Partially cloudy,2019-01-06,664
54.2,41.1,46.2,0.39,0.0,0.0,22.2,194.75,8.6,79.1,82.93,"Rain, Overcast",2019-01-07,676
46.2,26.8,39.7,0.0,0.0,0.0,26.4,261.33,8.3,75.8,70.72,Overcast,2019-01-08,700
25.9,17.5,20.7,0.0,0.0,0.0,20.9,310.83,9.7,75.9,57.29,Overcast,2019-01-09,631
25.0,15.0,20.1,0.0,0.0,0.0,13.6,224.29,9.9,65.8,65.49,Partially cloudy,2019-01-10,686
30.8,22.0,27.3,0.0,0.0,0.0,9.5,159.5,9.4,85.9,71.24,Overcast,2019-01-11,784
31.1,29.8,30.5,0.08,2.21,2.21,18.3,91.17,4.7,92.3,80.9,"Snow, Overcast",2019-01-12,672
31.7,27.7,29.5,0.0,1.33,3.54,15.8,81.29,8.4,84.7,74.66,"Snow, Overcast",2019-01-13,573
28.0,22.6,25.4,0.0,0.0,2.71,13.0,269.5,8.3,89.5,80.37,Overcast,2019-01-14,635
32.0,25.0,27.6,0.0,0.0,2.1,17.2,246.21,7.1,96.4,84.55,Overcast,2019-01-15,696
34.2,28.8,31.9,0.0,0.0,1.97,13.1,143.92,9.2,93.8,70.38,Overcast,2019-01-16,699
34.9,29.4,32.0,0.0,0.0,1.71,8.9,160.67,7.3,91.9,78.5,Overcast,2019-01-17,653
31.9,28.5,30.1,0.02,3.44,4.63,17.8,158.5,8.1,95.0,75.46,"Snow, Overcast",2019-01-18,667
28.8,14.9,25.3,0.08,3.54,8.17,25.0,81.17,4.2,87.6,83.89,"Snow, Overcast",2019-01-19,520
16.0,6.4,11.3,0.0,0.89,9.06,17.9,335.13,9.2,39.3,61.93,"Snow, Partially cloudy",2019-01-20,493
15.8,6.7,11.4,0.0,0.0,7.54,14.2,162.38,9.0,72.6,60.38,Partially cloudy,2019-01-21,555
34.5,13.2,24.8,0.11,0.0,6.75,15.1,176.04,6.2,88.9,75.32,"Rain, Overcast",2019-01-22,624
34.5,20.7,27.7,0.2,0.0,5.32,14.6,262.25,5.3,92.5,88.55,"Rain, Overcast",2019-01-23,661
22.1,3.8,14.8,0.0,0.0,4.6,20.7,261.42,6.6,58.5,78.84,Partially cloudy,2019-01-24,607
6.2,-4.5,1.5,0.01,0.49,4.82,15.1,268.38,8.4,52.1,69.02,"Snow, Partially cloudy",2019-01-25,586
12.4,-5.1,5.1,0.03,1.03,5.85,12.3,258.83,7.7,52.8,71.17,"Snow, Partially cloudy",2019-01-26,531
10.8,-1.8,4.8,0.0,2.04,7.88,12.2,257.63,9.8,43.8,65.08,"Snow, Partially cloudy",2019-01-27,522
34.3,8.8,20.3,0.29,2.99,10.88,20.8,221.13,3.7,86.6,82.91,"Snow, Overcast",2019-01-28,521
10.6,-7.3,2.9,0.0,0.15,11.02,19.2,267.17,8.5,57.8,65.82,"Snow, Partially cloudy",2019-01-29,494
-8.5,-21.4,-16.0,0.0,0.0,10.24,20.7,267.29,9.9,19.8,57.84,Clear,2019-01-30,341
0.9,-19.5,-10.0,0.04,0.74,10.58,12.5,205.88,7.5,51.9,65.09,"Snow, Partially cloudy",2019-01-31,458
20.3,1.8,12.2,0.0,0.44,11.02,10.2,134.29,8.1,66.5,74.71,"Snow, Partially cloudy",2019-02-01,773
40.7,15.0,31.3,0.0,0.0,10.76,13.6,203.29,5.8,82.5,86.55,Overcast,2019-02-02,722
46.4,37.9,43.4,0.0,0.0,7.22,13.1,200.88,7.4,90.6,93.25,Overcast,2019-02-03,594
51.2,31.9,44.6,0.03,0.0,2.89,14.9,229.5,8.0,90.8,88.62,"Rain, Overcast",2019-02-04,735
33.0,26.3,30.0,0.25,0.0,0.0,14.0,121.46,9.1,96.2,80.08,"Rain, Overcast",2019-02-05,652
37.1,33.3,34.5,0.05,0.0,0.0,13.0,133.04,4.7,90.9,93.07,"Rain, Overcast",2019-02-06,636
44.8,12.0,32.5,0.47,0.0,0.0,28.5,160.25,4.1,91.1,89.81,"Rain, Overcast",2019-02-07,670
14.3,5.6,9.7,0.0,0.0,0.0,25.3,271.42,9.0,57.5,62.44,Partially cloudy,2019-02-08,642
24.9,6.6,15.7,0.0,0.0,0.0,9.8,148.96,9.9,39.1,64.11,Partially cloudy,2019-02-09,756
28.8,23.0,26.0,0.04,0.25,0.25,9.9,117.21,6.9,85.7,74.54,"Snow, Overcast",2019-02-10,638
31.9,28.6,30.1,0.13,0.42,0.67,19.3,65.04,5.7,98.3,85.75,"Snow, Overcast",2019-02-11,624
32.8,21.8,30.4,0.32,0.74,1.39,21.5,183.58,2.8,94.0,89.85,"Snow, Overcast",2019-02-12,665
27.9,12.8,20.2,0.0,0.44,1.83,22.7,245.75,8.6,59.8,76.18,"Snow, Partially cloudy",2019-02-13,643
45.8,29.0,39.8,0.0,0.0,1.06,18.1,207.25,9.9,71.4,70.41,Partially cloudy,2019-02-14,742
33.0,11.1,18.4,0.0,0.0,0.13,20.4,289.17,9.4,57.8,66.8,Partially cloudy,2019-02-15,739
29.7,16.5,23.1,0.0,0.0,0.0,14.3,195.13,9.9,94.8,67.62,Overcast,2019-02-16,676
28.5,25.3,26.7,0.1,1.97,1.97,14.9,74.04,5.7,89.3,82.05,"Snow, Overcast",2019-02-17,617
29.6,21.3,25.7,0.05,1.18,3.15,12.2,216.71,6.7,74.2,76.24,"Snow, Partially cloudy",2019-02-18,590
32.4,13.9,24.6,0.0,0.0,3.13,11.1,140.38,9.9,67.9,68.08,Partially cloudy,2019-02-19,611
36.7,28.9,32.7,0.06,0.0,2.62,17.6,158.5,6.2,94.2,84.1,"Rain, Overcast",2019-02-20,632
34.4,26.4,30.3,0.0,0.49,1.2,17.8,266.67,9.7,61.2,62.31,"Snow, Partially cloudy",2019-02-21,696
38.7,22.6,31.0,0.0,0.0,0.66,10.9,104.21,9.2,48.1,67.89,Partially cloudy,2019-02-22,713
48.6,34.8,37.5,0.48,0.0,0.0,15.7,103.25,4.3,91.9,84.69,"Rain, Overcast",2019-02-23,647
47.5,14.4,30.6,0.04,0.0,0.0,35.0,257.54,9.8,69.0,72.53,"Rain, Partially cloudy",2019-02-24,547
20.7,8.2,15.1,0.0,0.0,0.0,21.4,301.25,9.9,53.6,48.29,Partially cloudy,2019-02-25,595
24.2,16.8,21.0,0.0,0.0,0.0,15.8,92.04,9.0,86.6,65.8,Overcast,2019-02-26,608
30.3,17.1,25.1,0.0,0.0,0.0,16.1,237.67,9.0,79.5,67.29,Overcast,2019-02-27,649
27.5,13.1,20.7,0.0,0.0,0.0,11.4,197.21,9.9,55.4,62.84,Partially cloudy,2019-02-28,594
33.2,24.4,29.3,0.0,0.0,0.0,9.0,103.67,9.9,80.1,65.84,Overcast,2019-03-01,749
33.5,27.7,29.8,0.0,0.0,0.0,13.9,218.04,8.6,84.8,70.98,Overcast,2019-03-02,663
27.2,7.5,19.6,0.0,0.0,0.0,14.7,324.71,9.9,56.7,54.02,Partially cloudy,2019-03-03,551
13.5,-2.2,5.9,0.0,0.0,0.0,18.2,272.13,9.9,39.5,56.24,Partially cloudy,2019-03-04,544
20.4,8.8,14.0,0.0,0.0,0.0,21.2,277.46,8.8,68.8,55.57,Partially cloudy,2019-03-05,541
30.4,9.9,20.5,0.0,0.0,0.0,19.2,264.75,9.9,38.1,53.03,Partially cloudy,2019-03-06,628
27.7,16.1,23.0,0.0,0.0,0.0,11.9,161.96,9.9,63.2,61.21,Partially cloudy,2019-03-07,609
38.8,22.8,30.8,0.0,0.0,0.0,8.6,92.42,7.9,80.6,73.66,Overcast,2019-03-08,717
43.0,28.7,36.4,0.45,0.0,0.0,24.8,121.75,6.8,86.5,82.95,"Rain, Overcast",2019-03-09,617
38.7,30.6,35.5,0.0,0.0,0.0,27.0,259.5,9.9,71.1,73.46,Partially cloudy,2019-03-10,612
41.6,27.9,33.3,0.0,0.0,0.0,14.5,278.54,9.9,36.8,55.96,Partially cloudy,2019-03-11,700
48.3,25.7,38.4,0.0,0.0,0.0,14.6,170.5,9.8,38.5,59.91,Partially cloudy,2019-03-12,627
59.9,40.8,49.6,0.43,0.0,0.0,17.1,170.75,8.6,77.2,74.94,"Rain, Overcast",2019-03-13,688
62.7,40.7,52.5,0.37,0.0,0.0,26.4,201.63,9.4,83.0,78.64,"Rain, Overcast",2019-03-14,674
40.5,33.9,37.4,0.0,0.0,0.0,22.6,269.13,8.7,78.4,76.05,Overcast,2019-03-15,734
42.0,28.8,34.7,0.0,0.0,0.0,13.2,257.79,9.9,26.0,57.32,Partially cloudy,2019-03-16,766
44.2,29.5,36.2,0.0,0.0,0.0,15.4,220.58,9.9,56.8,58.61,Partially cloudy,2019-03-17,611
42.9,28.2,36.2,0.0,0.0,0.0,13.7,278.46,9.6,53.2,62.82,Partially cloudy,2019-03-18,651
49.7,30.8,41.0,0.0,0.0,0.0,12.9,230.88,9.9,49.5,53.94,Partially cloudy,2019-03-19,643
44.8,39.8,42.1,0.1,0.0,0.0,13.5,215.54,7.4,82.9,79.17,"Rain, Overcast",2019-03-20,691
44.8,37.0,40.2,0.0,0.0,0.0,15.1,279.58,8.0,73.6,78.17,Partially cloudy,2019-03-21,689
44.7,32.4,38.6,0.0,0.0,0.0,19.4,152.13,9.9,15.6,64.71,Clear,2019-03-22,709
52.2,26.5,40.0,0.0,0.0,0.0,8.9,166.46,9.9,24.6,58.99,Clear,2019-03-23,690
50.3,35.5,43.9,0.1,0.0,0.0,18.2,117.5,9.4,84.0,66.93,"Rain, Overcast",2019-03-24,648
40.9,30.4,36.1,0.0,0.0,0.0,22.2,53.83,9.7,30.5,57.81,Partially cloudy,2019-03-25,639
45.7,27.2,36.7,0.0,0.0,0.0,9.0,131.0,9.9,22.9,42.08,Clear,2019-03-26,671
58.0,30.3,45.7,0.06,0.0,0.0,17.8,182.0,9.8,57.7,41.91,"Rain, Partially cloudy",2019-03-27,698
64.6,45.0,52.2,0.01,0.0,0.0,16.4,157.88,9.8,79.8,60.49,"Rain, Overcast",2019-03-28,683
55.5,39.0,46.2,0.27,0.0,0.0,11.8,61.04,9.1,79.5,61.78,"Rain, Overcast",2019-03-29,674
43.7,31.4,38.3,0.26,0.0,0.0,21.6,185.58,8.8,73.7,73.29,"Rain, Partially cloudy",2019-03-30,663
38.8,24.5,31.4,0.0,0.0,0.0,16.8,252.29,9.7,36.3,45.52,Partially cloudy,2019-03-31,637
48.2,27.3,38.8,0.0,0.0,0.0,21.4,200.04,9.9,51.2,53.54,Partially cloudy,2019-04-01,790
55.4,38.4,44.9,0.0,0.0,0.0,22.0,232.42,9.8,52.8,58.71,Partially cloudy,2019-04-02,658
58.4,37.7,48.6,0.0,0.0,0.0,16.4,269.58,9.9,44.8,49.12,Partially cloudy,2019-04-03,680
48.6,39.5,44.1,0.29,0.0,0.0,14.9,98.25,7.8,85.9,84.04,"Rain, Overcast",2019-04-04,662
55.5,40.3,46.7,0.0,0.0,0.0,9.3,125.21,7.3,90.8,78.34,Overcast,2019-04-05,703
64.0,41.4,52.7,0.0,0.0,0.0,12.2,102.13,6.5,59.7,76.51,Partially cloudy,2019-04-06,742
68.9,52.5,59.9,0.18,0.0,0.0,19.1,193.54,9.7,70.8,73.42,"Rain, Partially cloudy",2019-04-07,703
73.2,52.9,63.5,0.0,0.0,0.0,13.6,255.88,9.9,55.6,55.11,Partially cloudy,2019-04-08,744
65.6,43.0,57.4,0.0,0.0,0.0,25.1,277.5,9.9,28.7,43.67,Partially cloudy,2019-04-09,693
41.2,35.5,38.5,0.08,0.0,0.0,23.8,48.71,9.6,72.8,77.8,"Rain, Partially cloudy",2019-04-10,659
58.5,38.4,47.4,0.25,0.0,0.0,20.7,103.92,9.3,67.3,70.01,"Rain, Partially cloudy",2019-04-11,748
52.0,39.6,47.5,0.17,0.0,0.0,28.1,230.21,9.4,52.4,54.22,"Rain, Partially cloudy",2019-04-12,778
52.7,36.5,43.8,0.0,0.0,0.0,16.6,215.63,9.9,44.2,48.13,Partially cloudy,2019-04-13,754
39.6,32.9,34.9,0.38,0.0,0.0,22.6,119.88,4.3,85.8,84.42,"Rain, Overcast",2019-04-14,536
52.5,31.7,43.3,0.0,1.13,1.13,12.2,241.83,9.6,52.2,61.67,"Snow, Partially cloudy",2019-04-15,722
72.7,47.4,57.1,0.0,0.0,0.34,14.6,155.5,9.9,67.9,62.44,Partially cloudy,2019-04-16,707
75.3,46.8,61.6,0.0,0.0,0.0,20.7,131.13,8.5,66.6,65.71,Partially cloudy,2019-04-17,691
65.2,44.3,53.0,0.43,0.0,0.0,16.0,239.13,8.4,80.2,82.16,"Rain, Overcast",2019-04-18,627
49.5,41.2,44.9,0.0,0.0,0.0,28.6,15.58,9.9,58.8,60.39,Partially cloudy,2019-04-19,650
64.2,40.7,51.7,0.0,0.0,0.0,23.6,75.08,9.9,14.4,30.43,Clear,2019-04-20,730
77.9,45.3,62.9,0.0,0.0,0.0,15.1,192.04,9.9,41.3,29.62,Partially cloudy,2019-04-21,645
79.9,59.0,68.4,0.13,0.0,0.0,22.1,183.0,9.9,57.6,45.56,"Rain, Partially cloudy",2019-04-22,735
66.0,50.5,55.7,0.0,0.0,0.0,16.9,221.52,9.5,80.4,69.49,Overcast,2019-04-23,742
62.4,45.0,54.5,0.0,0.0,0.0,10.6,104.29,9.9,72.6,52.65,Partially cloudy,2019-04-24,702
65.4,48.5,57.0,0.04,0.0,0.0,22.6,80.42,9.8,57.3,52.36,"Rain, Partially cloudy",2019-04-25,766
63.7,49.7,56.1,0.08,0.0,0.0,22.7,314.33,9.7,29.1,48.57,"Rain, Partially cloudy",2019-04-26,760
49.4,32.9,38.1,0.75,0.0,0.0,22.1,66.0,5.6,77.7,80.32,"Rain, Overcast",2019-04-27,629
51.0,33.1,43.1,0.0,0.0,0.0,13.7,124.17,9.7,48.2,54.3,Partially cloudy,2019-04-28,605
51.6,43.8,47.8,1.24,0.0,0.0,20.1,175.21,7.5,85.1,84.83,"Rain, Overcast",2019-04-29,716
47.9,39.4,44.4,1.02,0.0,0.0,16.6,57.25,4.6,91.5,93.96,"Rain, Overcast",2019-04-30,729
59.2,44.5,52.1,0.81,0.0,0.0,16.0,162.04,7.4,88.7,89.18,"Rain, Overcast",2019-05-01,809
48.0,43.0,44.6,0.41,0.0,0.0,12.8,45.13,4.5,97.9,93.52,"Rain, Overcast",2019-05-02,698
55.3,43.6,48.7,0.02,0.0,0.0,15.6,58.38,9.8,63.5,71.1,"Rain, Partially cloudy",2019-05-03,791
61.4,41.7,52.3,0.0,0.0,0.0,11.1,136.38,9.9,40.2,60.03,Partially cloudy,2019-05-04,699
73.2,45.7,61.3,0.0,0.0,0.0,12.5,211.29,9.9,32.6,52.54,Partially cloudy,2019-05-05,779
68.6,46.6,56.5,0.01,0.0,0.0,14.5,122.33,9.9,67.3,67.54,"Rain, Partially cloudy",2019-05-06,790
49.2,44.4,46.5,0.46,0.0,0.0,18.4,45.17,8.6,90.5,77.68,"Rain, Overcast",2019-05-07,700
70.6,46.7,57.1,0.18,0.0,0.0,17.0,90.21,9.7,73.9,65.35,"Rain, Partially cloudy",2019-05-08,759
68.1,49.1,59.1,1.07,0.0,0.0,18.0,215.29,7.4,84.3,80.59,"Rain, Overcast",2019-05-09,737
54.9,45.4,49.3,0.0,0.0,0.0,13.5,202.5,9.9,57.2,63.28,Partially cloudy,2019-05-10,797
52.5,44.9,47.5,0.08,0.0,0.0,14.1,71.08,9.9,82.7,69.3,"Rain, Overcast",2019-05-11,696
52.2,43.0,46.7,0.07,0.0,0.0,15.2,72.38,9.9,81.4,71.01,"Rain, Overcast",2019-05-12,631
60.0,44.3,51.6,0.0,0.0,0.0,14.0,151.46,9.9,44.7,61.06,Partially cloudy,2019-05-13,790
68.6,43.1,57.8,0.0,0.0,0.0,12.8,139.08,9.9,36.5,48.56,Partially cloudy,2019-05-14,719
74.8,51.8,65.1,0.0,0.0,0.0,7.7,216.71,9.9,48.2,51.44,Partially cloudy,2019-05-15,763
76.0,59.8,67.5,0.12,0.0,0.0,14.5,171.46,9.7,65.1,72.86,"Rain, Partially cloudy",2019-05-16,740
67.5,45.9,52.1,0.29,0.0,0.0,20.1,61.83,9.6,77.1,75.34,"Rain, Overcast",2019-05-17,775
81.7,44.9,60.8,0.39,0.0,0.0,12.6,127.88,9.3,63.0,78.18,"Rain, Partially cloudy",2019-05-18,758
73.5,50.9,64.7,0.29,0.0,0.0,27.0,210.29,9.1,69.2,74.87,"Rain, Partially cloudy",2019-05-19,774
56.0,47.8,51.0,0.0,0.0,0.0,16.3,197.58,9.9,84.4,64.84,Overcast,2019-05-20,808
55.5,46.5,50.6,0.07,0.0,0.0,21.3,89.92,9.7,82.1,71.63,"Rain, Overcast",2019-05-21,728
82.2,50.8,67.9,0.89,0.0,0.0,21.4,168.75,9.0,70.2,69.28,"Rain, Partially cloudy",2019-05-22,772
75.4,63.9,70.0,0.06,0.0,0.0,19.3,253.79,9.9,35.5,57.9,"Rain, Partially cloudy",2019-05-23,773
74.3,56.0,64.1,0.19,0.0,0.0,14.1,123.17,9.7,65.6,71.28,"Rain, Partially cloudy",2019-05-24,847
82.2,71.9,76.6,0.0,0.0,0.0,16.3,241.29,9.9,58.5,66.46,Partially cloudy,2019-05-25,875
73.6,55.3,66.8,0.01,0.0,0.0,11.3,151.38,9.9,60.7,66.37,"Rain, Partially cloudy",2019-05-26,826
74.3,54.6,64.3,1.16,0.0,0.0,13.6,101.83,8.7,62.7,77.7,"Rain, Partially cloudy",2019-05-27,747
70.8,52.2,61.6,0.61,0.0,0.0,23.9,159.79,9.1,71.5,85.26,"Rain, Partially cloudy",2019-05-28,747
73.1,52.4,61.8,0.14,0.0,0.0,9.4,167.33,7.9,72.2,81.72,"Rain, Partially cloudy",2019-05-29,737
77.5,61.4,68.3,0.15,0.0,0.0,12.7,177.79,9.4,55.9,70.94,"Rain, Partially cloudy",2019-05-30,745
82.0,61.0,72.7,0.0,0.0,0.0,16.3,214.08,9.9,59.5,64.17,Partially cloudy,2019-05-31,831
78.4,54.5,67.2,0.1,0.0,0.0,19.0,183.54,9.8,65.3,74.43,"Rain, Partially cloudy",2019-06-01,917
69.3,53.3,61.0,0.0,0.0,0.0,15.5,175.71,9.9,32.0,53.39,Partially cloudy,2019-06-02,734
66.3,50.5,58.2,0.0,0.0,0.0,10.7,77.29,9.9,58.1,50.6,Partially cloudy,2019-06-03,707
82.7,58.6,70.3,0.22,0.0,0.0,17.5,200.75,9.5,64.7,61.99,"Rain, Partially cloudy",2019-06-04,771
83.5,60.3,72.1,0.38,0.0,0.0,14.6,164.17,9.0,58.2,76.35,"Rain, Partially cloudy",2019-06-05,789
74.1,56.7,65.3,0.0,0.0,0.0,9.6,60.04,7.7,64.6,78.4,Partially cloudy,2019-06-06,741
79.3,56.6,67.8,0.0,0.0,0.0,15.5,40.58,9.9,29.9,67.98,Partially cloudy,2019-06-07,823
76.3,60.5,69.4,0.0,0.0,0.0,15.0,63.54,9.9,47.9,58.05,Partially cloudy,2019-06-08,888
72.6,65.6,68.3,0.02,0.0,0.0,10.1,60.71,8.6,85.0,78.49,"Rain, Overcast",2019-06-09,805
74.6,61.6,67.7,0.0,0.0,0.0,20.1,275.5,9.4,39.9,54.11,Partially cloudy,2019-06-10,798
82.0,57.4,70.9,0.0,0.0,0.0,12.7,188.54,9.9,39.2,39.69,Partially cloudy,2019-06-11,775
72.5,57.3,65.6,0.6,0.0,0.0,13.2,213.5,9.4,69.2,63.19,"Rain, Partially cloudy",2019-06-12,715
67.9,52.6,59.3,0.07,0.0,0.0,21.2,314.46,9.9,63.8,60.58,"Rain, Partially cloudy",2019-06-13,701
79.7,52.6,67.1,0.05,0.0,0.0,21.9,221.0,9.9,40.9,50.72,"Rain, Partially cloudy",2019-06-14,806
70.9,56.5,65.5,0.15,0.0,0.0,14.6,165.71,7.6,85.4,82.13,"Rain, Overcast",2019-06-15,830
62.4,55.9,57.9,0.09,0.0,0.0,13.4,96.38,6.2,95.1,89.66,"Rain, Overcast",2019-06-16,721
67.4,55.8,60.6,0.0,0.0,0.0,9.0,48.38,8.9,93.4,80.58,Overcast,2019-06-17,751
78.8,56.9,66.9,0.0,0.0,0.0,8.3,82.67,7.2,68.5,73.42,Partially cloudy,2019-06-18,716
71.7,56.2,64.0,0.2,0.0,0.0,13.5,53.71,8.5,72.5,80.33,"Rain, Partially cloudy",2019-06-19,803
69.7,56.1,61.2,0.3,0.0,0.0,15.5,182.38,7.8,79.4,83.59,"Rain, Overcast",2019-06-20,732
71.5,53.1,63.1,0.0,0.0,0.0,13.3,74.46,9.9,51.9,59.53,Partially cloudy,2019-06-21,780
80.1,60.7,71.2,0.0,0.0,0.0,19.1,90.83,9.9,66.4,63.85,Partially cloudy,2019-06-22,825
81.8,64.9,73.5,0.35,0.0,0.0,16.2,134.88,9.7,64.5,77.55,"Rain, Partially cloudy",2019-06-23,808
78.0,67.7,72.1,0.2,0.0,0.0,20.2,226.17,9.7,65.9,80.86,"Rain, Partially cloudy",2019-06-24,810
84.8,62.4,75.5,0.05,0.0,0.0,21.7,235.04,9.9,29.3,61.35,"Rain, Partially cloudy",2019-06-25,784
88.3,69.6,77.9,0.15,0.0,0.0,10.5,199.96,9.9,62.4,60.54,"Rain, Partially cloudy",2019-06-26,798
89.5,69.1,77.6,0.01,0.0,0.0,12.0,187.25,9.9,51.0,69.81,"Rain, Partially cloudy",2019-06-27,750
89.4,73.2,79.0,0.31,0.0,0.0,14.2,198.5,9.7,54.0,68.45,"Rain, Partially cloudy",2019-06-28,846
85.9,71.1,79.0,0.0,0.0,0.0,11.2,150.96,9.9,39.9,66.48,Partially cloudy,2019-06-29,863
88.8,73.0,77.6,0.24,0.0,0.0,20.0,127.57,9.9,51.1,70.68,"Rain, Partially cloudy",2019-06-30,804
89.1,69.9,80.5,0.0,0.0,0.0,11.9,265.29,9.9,41.8,68.38,Partially cloudy,2019-07-01,904
92.0,73.9,82.9,0.89,0.0,0.0,18.7,217.46,9.7,52.5,69.14,"Rain, Partially cloudy",2019-07-02,769
84.3,70.9,77.3,0.16,0.0,0.0,12.2,148.0,9.9,58.2,77.56,"Rain, Partially cloudy",2019-07-03,805
90.7,70.7,80.1,0.0,0.0,0.0,13.0,183.46,9.1,52.9,71.66,Partially cloudy,2019-07-04,800
91.5,75.8,82.9,0.03,0.0,0.0,11.2,230.29,9.7,57.7,69.08,"Rain, Partially cloudy",2019-07-05,890
83.4,69.3,76.9,0.01,0.0,0.0,18.2,72.54,9.7,47.5,71.54,"Rain, Partially cloudy",2019-07-06,815
77.5,67.2,71.7,0.0,0.0,0.0,16.5,38.88,9.9,70.0,63.03,Partially cloudy,2019-07-07,774
81.9,64.1,72.2,0.0,0.0,0.0,11.3,86.75,9.9,39.8,53.73,Partially cloudy,2019-07-08,830
88.0,65.9,77.6,0.0,0.0,0.0,11.4,126.88,9.7,45.9,57.53,Partially cloudy,2019-07-09,743
94.7,76.0,85.4,0.0,0.0,0.0,14.6,245.33,9.9,42.2,56.57,Partially cloudy,2019-07-10,837
80.7,68.5,75.5,0.0,0.0,0.0,13.6,141.08,9.9,27.9,62.61,Partially cloudy,2019-07-11,764
87.4,61.6,75.5,0.0,0.0,0.0,10.5,235.04,9.9,7.4,55.28,Clear,2019-07-12,787
92.7,72.9,81.6,0.11,0.0,0.0,15.7,191.13,9.9,47.6,60.34,"Rain, Partially cloudy",2019-07-13,893
88.7,72.1,80.0,0.0,0.0,0.0,14.5,84.63,9.9,37.9,59.07,Partially cloudy,2019-07-14,789
91.3,74.8,82.4,0.0,0.0,0.0,19.6,220.67,9.9,30.5,58.66,Partially cloudy,2019-07-15,821
81.9,71.9,77.4,0.12,0.0,0.0,10.3,176.79,9.5,65.4,80.41,"Rain, Partially cloudy",2019-07-16,754
88.1,74.5,81.3,0.42,0.0,0.0,10.5,143.83,9.8,59.0,74.07,"Rain, Partially cloudy",2019-07-17,803
87.9,71.7,79.8,1.25,0.0,0.0,21.3,193.58,8.7,52.7,82.3,"Rain, Partially cloudy",2019-07-18,760
93.5,81.2,87.0,0.0,0.0,0.0,15.9,218.13,9.9,51.3,73.26,Partially cloudy,2019-07-19,801
95.6,75.6,83.8,0.14,0.0,0.0,19.5,178.0,9.9,62.2,71.79,"Rain, Partially cloudy",2019-07-20,826
78.1,71.2,74.0,0.93,0.0,0.0,18.5,54.17,9.8,62.5,75.76,"Rain, Partially cloudy",2019-07-21,774
74.9,66.0,70.5,0.0,0.0,0.0,20.3,74.0,9.9,38.7,57.7,Partially cloudy,2019-07-22,790
