Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions,date,id
79.9,62.2,71.0,0.0,0.0,0.0,13.9,189.21,9.9,28.4,59.94,Partially cloudy,2019-07-23,787
79.4,62.1,72.0,0.0,0.0,0.0,10.0,159.5,9.9,12.1,52.81,Clear,2019-07-24,745
84.1,63.7,74.9,0.0,0.0,0.0,9.0,197.08,9.9,20.9,50.36,Clear,2019-07-25,799
84.8,67.9,76.9,0.0,0.0,0.0,15.6,184.92,9.9,49.8,58.74,Partially cloudy,2019-07-26,816
88.8,72.1,80.6,0.0,0.0,0.0,18.2,218.92,9.9,34.0,57.64,Partially cloudy,2019-07-27,825
89.5,73.3,81.8,0.0,0.0,0.0,18.1,223.29,9.9,47.3,59.71,Partially cloudy,2019-07-28,831
80.4,73.0,76.6,0.59,0.0,0.0,13.0,221.63,9.8,53.6,75.71,"Rain, Partially cloudy",2019-07-29,815
77.8,67.0,72.4,0.0,0.0,0.0,12.6,143.25,9.9,41.0,68.95,Partially cloudy,2019-07-30,776
75.5,63.0,69.3,0.0,0.0,0.0,14.7,109.71,9.9,29.9,61.86,Partially cloudy,2019-07-31,713
79.6,59.6,70.8,0.0,0.0,0.0,11.6,163.38,9.9,19.1,60.17,Clear,2019-08-01,905
82.2,63.2,73.8,0.0,0.0,0.0,10.5,127.58,9.9,32.9,60.94,Partially cloudy,2019-08-02,881
88.1,63.7,77.1,0.0,0.0,0.0,9.7,111.63,9.9,44.0,55.82,Partially cloudy,2019-08-03,869
84.9,73.0,78.4,0.0,0.0,0.0,9.9,64.58,9.9,46.8,62.98,Partially cloudy,2019-08-04,842
90.0,71.3,80.9,0.0,0.0,0.0,14.1,204.25,9.9,40.4,59.31,Partially cloudy,2019-08-05,808
84.0,69.9,75.4,0.19,0.0,0.0,13.5,207.08,9.6,61.6,72.27,"Rain, Partially cloudy",2019-08-06,783
87.5,68.3,78.4,0.0,0.0,0.0,14.8,238.83,9.9,28.8,60.36,Partially cloudy,2019-08-07,778
86.8,72.0,78.9,0.05,0.0,0.0,19.8,280.71,9.9,31.5,53.0,"Rain, Partially cloudy",2019-08-08,818
82.1,62.6,73.2,0.0,0.0,0.0,8.8,231.29,9.9,24.4,53.29,Clear,2019-08-09,795
83.5,68.1,75.1,0.0,0.0,0.0,11.9,203.17,9.9,56.6,54.05,Partially cloudy,2019-08-10,798
82.6,69.3,75.5,0.0,0.0,0.0,13.0,193.04,9.9,65.0,64.55,Partially cloudy,2019-08-11,802
82.8,72.7,76.4,0.41,0.0,0.0,9.8,174.54,7.5,71.8,84.0,"Rain, Partially cloudy",2019-08-12,709
83.7,71.3,75.9,0.33,0.0,0.0,10.7,174.33,7.9,61.7,80.75,"Rain, Partially cloudy",2019-08-13,762
80.9,66.5,72.8,0.31,0.0,0.0,16.0,201.92,9.9,54.7,77.72,"Rain, Partially cloudy",2019-08-14,792
77.4,64.5,71.1,0.0,0.0,0.0,12.8,183.5,9.9,44.7,71.3,Partially cloudy,2019-08-15,812
83.7,64.6,73.9,0.02,0.0,0.0,15.7,189.5,9.9,61.0,69.66,"Rain, Partially cloudy",2019-08-16,774
77.9,69.1,73.7,0.07,0.0,0.0,8.9,180.5,9.8,53.9,82.05,"Rain, Partially cloudy",2019-08-17,811
82.6,69.9,74.9,1.14,0.0,0.0,18.8,208.92,9.6,44.0,79.36,"Rain, Partially cloudy",2019-08-18,759
83.8,70.6,77.5,0.0,0.0,0.0,8.7,92.71,9.9,57.5,74.77,Partially cloudy,2019-08-19,787
77.5,70.2,74.2,0.23,0.0,0.0,11.0,216.88,9.1,48.3,87.16,"Rain, Partially cloudy",2019-08-20,731
83.2,65.2,74.5,0.01,0.0,0.0,13.9,215.13,9.9,41.1,79.09,"Rain, Partially cloudy",2019-08-21,721
76.4,67.5,72.2,0.0,0.0,0.0,16.6,169.67,9.9,51.5,62.66,Partially cloudy,2019-08-22,754
73.6,64.9,69.2,0.0,0.0,0.0,15.6,50.79,9.9,26.8,57.46,Partially cloudy,2019-08-23,780
74.1,63.2,69.1,0.0,0.0,0.0,14.7,85.67,9.9,42.3,56.78,Partially cloudy,2019-08-24,818
76.9,61.9,70.3,0.0,0.0,0.0,14.6,113.04,9.9,51.6,56.27,Partially cloudy,2019-08-25,766
76.9,65.8,71.6,0.84,0.0,0.0,16.4,165.33,9.2,78.8,82.7,"Rain, Overcast",2019-08-26,729
79.4,65.7,72.7,0.0,0.0,0.0,13.9,255.71,9.9,48.6,68.29,Partially cloudy,2019-08-27,731
75.6,60.6,68.6,0.0,0.0,0.0,21.9,256.58,9.9,21.6,56.46,Clear,2019-08-28,752
84.6,59.5,72.7,0.0,0.0,0.0,23.7,229.88,9.9,27.1,64.28,Partially cloudy,2019-08-29,772
73.6,62.0,68.5,0.0,0.0,0.0,10.3,194.54,9.9,53.7,54.15,Partially cloudy,2019-08-30,765
74.5,63.5,68.2,0.02,0.0,0.0,16.2,81.29,9.9,66.3,61.1,"Rain, Partially cloudy",2019-08-31,775
71.9,62.2,67.3,0.66,0.0,0.0,12.0,109.63,9.1,74.0,80.8,"Rain, Partially cloudy",2019-09-01,884
82.9,61.8,72.6,0.0,0.0,0.0,8.8,232.5,8.6,29.1,72.46,Partially cloudy,2019-09-02,777
80.9,67.9,73.4,0.18,0.0,0.0,22.1,218.92,9.7,50.1,78.02,"Rain, Partially cloudy",2019-09-03,675
71.2,61.5,65.6,0.0,0.0,0.0,12.0,163.92,9.9,50.3,67.41,Partially cloudy,2019-09-04,683
71.9,56.8,64.9,0.0,0.0,0.0,10.0,137.83,9.9,51.9,64.41,Partially cloudy,2019-09-05,647
73.1,65.1,68.4,0.0,0.0,0.0,16.8,217.13,9.9,80.9,71.35,Overcast,2019-09-06,771
78.6,57.4,68.1,0.0,0.0,0.0,14.3,232.25,9.9,47.1,67.54,Partially cloudy,2019-09-07,735
67.5,62.7,64.9,0.04,0.0,0.0,12.1,84.58,9.9,68.0,71.27,"Rain, Partially cloudy",2019-09-08,720
76.9,62.6,68.9,0.02,0.0,0.0,10.2,107.42,9.9,66.2,77.79,"Rain, Partially cloudy",2019-09-09,778
90.0,72.7,80.4,0.0,0.0,0.0,18.2,205.71,9.9,65.4,67.4,Partially cloudy,2019-09-10,721
89.4,74.5,81.3,0.05,0.0,0.0,17.4,219.25,9.6,55.3,73.2,"Rain, Partially cloudy",2019-09-11,749
79.3,66.8,72.7,0.55,0.0,0.0,11.1,98.71,8.7,64.8,84.74,"Rain, Partially cloudy",2019-09-12,784
76.7,63.6,72.2,1.08,0.0,0.0,21.4,235.71,9.3,56.1,74.18,"Rain, Partially cloudy",2019-09-13,817
80.5,57.6,69.7,0.0,0.0,0.0,12.9,224.29,9.9,23.3,65.72,Clear,2019-09-14,763
77.2,64.3,71.4,0.55,0.0,0.0,15.2,200.21,9.3,66.3,80.16,"Rain, Partially cloudy",2019-09-15,783
74.2,66.2,70.5,0.0,0.0,0.0,10.0,113.88,7.9,71.4,86.31,Partially cloudy,2019-09-16,807
77.9,65.7,70.5,0.0,0.0,0.0,10.4,91.13,8.4,76.8,81.39,Overcast,2019-09-17,777
82.5,63.9,72.9,0.0,0.0,0.0,11.3,153.38,9.9,29.5,67.48,Partially cloudy,2019-09-18,755
82.8,64.6,73.8,0.0,0.0,0.0,10.9,165.17,9.9,41.3,59.29,Partially cloudy,2019-09-19,788
84.5,68.8,76.3,0.02,0.0,0.0,7.7,171.58,9.6,57.2,71.96,"Rain, Partially cloudy",2019-09-20,814
79.1,72.2,75.2,0.28,0.0,0.0,17.4,199.58,9.6,47.8,78.47,"Rain, Partially cloudy",2019-09-21,757
77.6,68.5,72.4,0.92,0.0,0.0,18.2,213.25,8.7,74.3,85.27,"Rain, Partially cloudy",2019-09-22,657
73.9,61.2,67.5,0.08,0.0,0.0,17.5,287.25,9.9,36.3,67.33,"Rain, Partially cloudy",2019-09-23,766
79.1,58.6,68.9,0.0,0.0,0.0,17.0,224.21,9.9,34.1,64.36,Partially cloudy,2019-09-24,755
79.0,65.5,70.6,0.0,0.0,0.0,16.9,244.63,9.9,66.8,59.93,Partially cloudy,2019-09-25,712
71.9,56.7,65.5,0.0,0.0,0.0,13.3,275.58,9.9,39.0,49.02,Partially cloudy,2019-09-26,710
69.8,60.1,65.0,1.31,0.0,0.0,18.0,195.0,8.4,67.8,70.3,"Rain, Partially cloudy",2019-09-27,667
67.7,58.2,61.3,0.55,0.0,0.0,16.2,62.13,7.1,88.0,89.07,"Rain, Overcast",2019-09-28,699
68.0,61.6,64.3,0.71,0.0,0.0,13.7,88.63,8.1,81.6,91.53,"Rain, Overcast",2019-09-29,712
85.9,64.6,75.8,0.0,0.0,0.0,16.5,168.17,7.2,51.5,77.11,Partially cloudy,2019-09-30,752
87.0,72.6,79.7,0.0,0.0,0.0,11.9,216.13,9.9,59.5,69.65,Partially cloudy,2019-10-01,874
81.9,59.5,63.7,0.22,0.0,0.0,13.8,103.13,5.7,91.1,90.09,"Rain, Overcast",2019-10-02,729
67.4,53.1,61.5,0.72,0.0,0.0,18.6,276.96,8.9,71.6,78.84,"Rain, Partially cloudy",2019-10-03,727
58.2,47.7,53.5,0.0,0.0,0.0,15.2,169.96,9.9,60.1,72.83,Partially cloudy,2019-10-04,715
64.4,49.1,56.4,0.27,0.0,0.0,13.6,149.29,9.5,60.3,74.46,"Rain, Partially cloudy",2019-10-05,722
67.7,50.9,59.9,0.0,0.0,0.0,15.1,259.67,9.8,50.4,60.81,Partially cloudy,2019-10-06,670
70.6,49.6,59.6,0.0,0.0,0.0,14.4,263.0,9.9,24.3,57.22,Clear,2019-10-07,745
70.6,48.8,59.2,0.0,0.0,0.0,8.0,118.29,9.9,8.0,60.5,Clear,2019-10-08,711
70.7,52.2,61.1,0.0,0.0,0.0,12.6,127.67,9.9,34.2,57.01,Partially cloudy,2019-10-09,732
70.3,55.3,63.9,0.03,0.0,0.0,12.6,137.88,9.7,67.4,71.44,"Rain, Partially cloudy",2019-10-10,645
67.7,40.0,55.0,0.57,0.0,0.0,18.1,222.71,9.2,82.7,80.84,"Rain, Overcast",2019-10-11,728
55.0,36.9,45.6,0.0,0.0,0.0,23.0,225.13,9.9,44.2,49.18,Partially cloudy,2019-10-12,730
54.0,39.0,46.4,0.0,0.0,0.0,20.6,264.29,9.9,64.3,58.86,Partially cloudy,2019-10-13,697
54.7,38.4,46.4,0.0,0.0,0.0,12.1,242.83,9.9,33.8,58.16,Partially cloudy,2019-10-14,684
64.1,42.2,52.4,0.01,0.0,0.0,21.0,190.83,9.6,58.7,69.1,"Rain, Partially cloudy",2019-10-15,739
52.0,43.7,48.1,0.0,0.0,0.0,19.9,301.75,9.9,75.8,62.22,Overcast,2019-10-16,740
54.4,42.1,47.0,0.0,0.0,0.0,10.2,241.08,9.9,59.8,69.11,Partially cloudy,2019-10-17,676
59.9,39.7,49.5,0.0,0.0,0.0,12.4,124.42,9.9,37.2,67.92,Partially cloudy,2019-10-18,704
69.4,45.9,57.0,0.0,0.0,0.0,13.3,183.08,9.9,40.2,57.17,Partially cloudy,2019-10-19,716
60.1,50.4,54.7,0.0,0.0,0.0,10.4,199.25,8.4,67.0,80.34,Partially cloudy,2019-10-20,720
67.0,51.4,58.5,0.08,0.0,0.0,24.0,156.96,8.5,61.6,73.85,"Rain, Partially cloudy",2019-10-21,711
52.8,47.7,49.7,0.04,0.0,0.0,22.4,235.5,9.8,61.3,64.89,"Rain, Partially cloudy",2019-10-22,660
59.4,40.6,49.6,0.01,0.0,0.0,13.6,211.58,9.9,41.2,59.03,"Rain, Partially cloudy",2019-10-23,699
50.6,43.0,46.9,0.01,0.0,0.0,13.3,219.46,9.9,57.6,71.33,"Rain, Partially cloudy",2019-10-24,716
49.2,41.9,45.6,0.0,0.0,0.0,7.3,279.29,9.9,51.6,66.13,Partially cloudy,2019-10-25,750
50.0,38.5,44.9,2.13,0.0,0.0,22.0,56.67,6.6,72.1,86.6,"Rain, Partially cloudy",2019-10-26,558
58.1,43.7,50.7,0.15,0.0,0.0,21.6,251.21,9.0,32.7,74.09,"Rain, Partially cloudy",2019-10-27,701
51.1,41.8,47.3,0.0,0.0,0.0,8.2,228.13,9.3,60.5,80.62,Partially cloudy,2019-10-28,658
46.8,37.5,40.0,0.13,0.0,0.0,15.4,276.96,7.7,85.5,81.07,"Rain, Overcast",2019-10-29,635
41.5,33.1,38.5,0.72,1.13,1.13,18.4,82.25,5.0,91.3,88.41,"Snow, Overcast",2019-10-30,577
38.3,28.6,33.0,0.23,1.23,1.23,20.4,302.25,3.8,78.5,88.37,"Snow, Overcast",2019-10-31,588
45.3,24.5,34.3,0.0,0.74,1.97,14.4,221.08,9.3,50.0,71.66,"Snow, Partially cloudy",2019-11-01,843
43.8,35.9,39.0,0.0,0.0,0.0,17.1,260.25,8.9,84.8,72.14,Overcast,2019-11-02,664
52.8,31.5,42.0,0.0,0.0,0.0,16.6,204.29,9.9,66.3,64.1,Partially cloudy,2019-11-03,718
51.6,41.6,47.4,0.0,0.0,0.0,14.5,245.83,9.9,68.7,59.91,Partially cloudy,2019-11-04,671
41.2,31.3,36.9,0.0,0.0,0.0,17.0,274.75,9.9,33.9,58.14,Partially cloudy,2019-11-05,634
55.6,32.4,40.4,0.0,0.0,0.0,19.5,196.92,9.5,85.1,60.29,Overcast,2019-11-06,661
31.4,22.4,27.6,0.0,0.0,0.0,17.0,330.46,9.3,40.3,58.11,Partially cloudy,2019-11-07,661
31.9,17.4,25.0,0.0,0.0,0.0,11.2,266.13,9.9,41.8,49.89,Partially cloudy,2019-11-08,680
46.8,28.0,37.4,0.0,0.0,0.0,15.6,214.5,9.9,74.2,50.81,Partially cloudy,2019-11-09,710
43.9,37.1,40.8,0.01,0.0,0.0,12.5,142.83,9.7,85.6,70.5,"Rain, Overcast",2019-11-10,650
36.2,16.5,26.1,0.17,1.87,1.87,23.2,283.96,5.1,73.5,79.61,"Snow, Partially cloudy",2019-11-11,494
17.9,8.5,13.5,0.0,0.49,2.36,18.7,295.13,9.9,17.2,56.21,Snow,2019-11-12,545
26.6,11.7,19.4,0.0,0.79,2.75,19.3,195.63,9.8,80.6,57.14,"Snow, Overcast",2019-11-13,578
30.5,24.9,28.1,0.0,0.0,2.64,12.9,266.04,8.9,87.0,72.72,Overcast,2019-11-14,578
37.5,22.1,29.4,0.0,0.0,2.32,9.6,223.96,9.0,41.0,72.88,Partially cloudy,2019-11-15,756
41.8,28.8,34.0,0.0,0.96,2.35,11.8,122.13,8.9,36.1,75.69,"Snow, Partially cloudy",2019-11-16,663
41.5,28.6,34.6,0.02,0.0,2.12,8.9,166.88,9.2,70.7,76.19,"Rain, Partially cloudy",2019-11-17,701
40.6,35.4,37.6,0.0,0.0,0.0,8.3,261.29,6.3,93.1,84.58,Overcast,2019-11-18,683
41.3,35.8,38.6,0.03,0.0,0.0,8.7,194.92,6.9,86.9,81.39,"Rain, Overcast",2019-11-19,682
48.0,39.4,42.9,0.0,0.0,0.0,14.0,216.71,6.4,82.4,81.66,Overcast,2019-11-20,729
55.6,41.5,47.3,0.46,0.0,0.0,25.2,225.17,8.6,90.0,81.47,"Rain, Overcast",2019-11-21,662
40.4,30.4,34.7,0.04,0.0,0.0,15.4,223.29,9.9,51.9,66.59,"Rain, Partially cloudy",2019-11-22,727
39.8,26.8,32.6,0.0,0.0,0.0,11.0,202.88,9.9,48.3,76.1,Partially cloudy,2019-11-23,702
50.0,33.0,41.6,0.0,0.0,0.0,12.2,231.38,9.9,61.0,70.84,Partially cloudy,2019-11-24,697
54.5,37.6,44.7,0.0,0.0,0.0,12.0,215.04,9.9,43.4,73.81,Partially cloudy,2019-11-25,691
47.3,33.7,41.9,0.33,0.0,0.0,12.4,104.04,8.0,61.8,80.08,"Rain, Partially cloudy",2019-11-26,678
55.9,35.4,43.7,0.21,0.0,0.0,32.6,243.67,9.1,89.6,74.85,"Rain, Overcast",2019-11-27,637
37.6,32.1,35.0,0.0,0.0,0.0,17.7,267.67,9.8,92.2,70.29,Overcast,2019-11-28,505
39.6,35.2,37.3,0.01,0.0,0.0,11.8,164.75,8.2,82.6,87.49,"Rain, Overcast",2019-11-29,648
40.2,36.1,38.4,0.2,0.0,0.0,20.6,112.58,5.3,96.0,88.11,"Rain, Overcast",2019-11-30,663
42.5,32.9,39.2,0.14,0.0,0.0,17.1,245.96,7.2,92.2,88.76,"Rain, Overcast",2019-12-01,717
35.6,30.3,32.5,0.0,0.0,0.0,17.3,312.25,9.9,88.0,75.27,Overcast,2019-12-02,709
40.0,29.8,34.3,0.0,0.0,0.0,16.8,224.83,9.7,67.5,76.16,Partially cloudy,2019-12-03,689
43.8,32.1,37.5,0.0,0.0,0.0,21.1,284.0,9.9,29.1,67.97,Partially cloudy,2019-12-04,746
45.5,28.0,37.6,0.0,0.0,0.0,11.1,209.42,9.9,35.8,72.1,Partially cloudy,2019-12-05,700
43.0,29.2,36.7,0.0,0.0,0.0,19.4,188.46,9.9,55.5,68.88,Partially cloudy,2019-12-06,736
38.3,26.2,32.3,0.0,0.0,0.0,12.6,174.13,9.9,65.2,71.28,Partially cloudy,2019-12-07,700
47.6,35.2,41.5,0.0,0.0,0.0,17.0,198.54,8.6,79.7,74.9,Overcast,2019-12-08,669
48.1,28.4,43.9,0.03,0.0,0.0,22.8,231.83,6.4,94.9,87.57,"Rain, Overcast",2019-12-09,705
26.1,16.0,20.3,0.0,0.0,0.0,18.6,269.38,9.7,54.2,61.96,Partially cloudy,2019-12-10,675
24.9,13.7,19.4,0.0,0.0,0.0,14.2,250.38,9.3,54.7,63.04,Partially cloudy,2019-12-11,604
45.1,20.2,33.1,0.0,0.0,0.0,19.3,177.17,9.4,78.6,63.52,Overcast,2019-12-12,656
45.2,35.6,39.3,0.0,0.0,0.0,11.7,185.08,9.9,61.4,63.53,Partially cloudy,2019-12-13,731
35.7,26.4,31.9,0.0,0.0,0.0,17.3,269.21,8.2,74.9,78.79,Partially cloudy,2019-12-14,682
26.8,19.8,24.3,0.0,0.0,0.0,13.5,250.58,9.9,72.2,66.65,Partially cloudy,2019-12-15,655
30.6,25.0,28.0,0.0,0.0,0.0,12.0,276.08,7.6,86.5,78.63,Overcast,2019-12-16,624
29.8,19.7,25.7,0.0,0.0,0.0,18.1,291.33,9.9,57.1,74.2,Partially cloudy,2019-12-17,669
28.8,12.8,19.4,0.0,0.0,0.0,16.9,297.0,9.8,56.2,49.51,Partially cloudy,2019-12-18,652
36.8,16.3,26.1,0.0,0.0,0.0,17.2,200.46,9.4,32.3,59.67,Partially cloudy,2019-12-19,683
40.9,24.4,31.9,0.0,0.0,0.0,8.6,131.38,7.1,81.9,76.75,Overcast,2019-12-20,722
47.8,32.0,39.1,0.0,0.0,0.0,12.2,207.21,9.9,25.7,67.54,Partially cloudy,2019-12-21,745
52.7,32.4,41.1,0.0,0.0,0.0,13.0,210.33,9.9,32.4,66.51,Partially cloudy,2019-12-22,680
52.4,36.2,42.4,0.0,0.0,0.0,12.8,189.92,9.9,76.0,66.91,Overcast,2019-12-23,687
54.9,30.4,42.0,0.0,0.0,0.0,12.8,134.5,6.4,74.3,81.64,Partially cloudy,2019-12-24,623
59.0,39.1,49.5,0.0,0.0,0.0,14.2,196.21,9.9,70.5,72.71,Partially cloudy,2019-12-25,512
61.9,41.7,54.5,0.0,0.0,0.0,14.2,230.13,9.8,69.8,76.58,Partially cloudy,2019-12-26,608
40.1,30.6,35.5,0.0,0.0,0.0,15.0,258.25,8.5,74.5,78.83,Partially cloudy,2019-12-27,691
47.9,29.6,38.1,0.05,0.0,0.0,11.9,91.83,6.1,80.8,83.18,"Rain, Overcast",2019-12-28,638
57.8,48.8,54.6,0.91,0.0,0.0,17.4,179.42,7.9,77.5,89.6,"Rain, Overcast",2019-12-29,689
48.7,28.5,34.7,0.14,0.92,0.92,26.0,243.88,8.0,87.2,80.66,"Snow, Overcast",2019-12-30,615
28.8,25.6,27.2,0.02,0.66,1.57,25.3,266.33,7.7,89.4,73.71,"Snow, Overcast",2019-12-31,547
43.0,22.2,32.9,0.0,0.09,1.27,19.6,215.33,9.9,32.0,71.09,"Snow, Partially cloudy",2020-01-01,908
48.0,37.3,42.8,0.0,0.2,0.53,18.4,216.25,9.9,43.2,67.96,"Snow, Partially cloudy",2020-01-02,635
41.5,34.5,37.3,0.0,0.0,0.0,8.7,301.25,9.7,91.4,75.95,Overcast,2020-01-03,696
34.5,28.0,31.6,0.01,0.38,0.38,13.8,313.71,8.4,90.2,73.42,"Snow, Overcast",2020-01-04,637
42.9,25.0,33.5,0.0,0.0,0.13,21.2,234.63,9.8,72.8,72.45,Partially cloudy,2020-01-05,621
42.1,27.1,33.9,0.0,0.0,0.0,15.4,250.75,9.9,46.0,57.77,Partially cloudy,2020-01-06,691
41.4,28.2,34.4,0.0,0.0,0.0,17.2,254.29,9.9,64.8,61.09,Partially cloudy,2020-01-07,625
29.7,16.5,22.0,0.0,0.0,0.0,19.8,225.58,9.9,31.0,52.36,Partially cloudy,2020-01-08,646
50.2,23.4,39.8,0.03,0.0,0.0,25.2,172.04,9.8,81.8,63.72,"Rain, Overcast",2020-01-09,630
50.1,38.1,43.9,0.75,0.0,0.0,17.2,103.29,3.6,100.0,92.83,"Rain, Overcast",2020-01-10,623
38.4,26.4,33.5,0.66,0.25,0.25,27.0,42.67,3.0,90.5,91.36,"Snow, Overcast",2020-01-11,560
31.7,24.5,28.2,0.0,0.76,1.01,14.5,199.25,8.7,97.4,82.68,"Snow, Overcast",2020-01-12,574
34.5,31.7,32.7,0.0,0.0,0.94,15.5,210.13,8.9,98.1,79.22,Overcast,2020-01-13,648
41.2,29.0,35.8,0.0,0.26,0.59,15.8,231.54,7.8,68.5,83.32,"Snow, Partially cloudy",2020-01-14,662
36.7,28.1,33.5,0.0,0.0,0.0,15.7,172.71,4.7,82.1,89.25,Overcast,2020-01-15,652
30.4,15.7,22.1,0.0,0.0,0.0,17.4,272.04,9.7,61.0,60.42,Partially cloudy,2020-01-16,674
28.9,15.4,23.2,0.1,1.23,1.23,21.0,178.08,7.3,76.4,71.04,"Snow, Overcast",2020-01-17,581
36.2,7.9,26.8,0.4,1.4,2.63,27.8,223.38,6.6,98.7,82.08,"Snow, Overcast",2020-01-18,561
19.9,2.8,11.4,0.0,0.22,1.71,23.8,285.42,9.9,65.4,67.8,"Snow, Partially cloudy",2020-01-19,503
31.5,18.2,23.9,0.0,0.39,1.57,8.9,285.04,9.7,63.3,68.68,"Snow, Partially cloudy",2020-01-20,617
29.7,16.5,23.7,0.0,0.0,1.57,13.5,243.54,9.9,28.4,71.89,Partially cloudy,2020-01-21,585
34.8,25.0,29.5,0.0,0.23,1.62,15.6,192.83,9.8,77.6,66.72,"Snow, Overcast",2020-01-22,633
35.3,29.8,32.7,0.11,0.15,1.77,11.0,154.38,3.9,86.4,85.72,"Snow, Overcast",2020-01-23,592
38.2,33.9,36.1,0.33,0.0,1.64,10.8,110.13,2.5,88.7,96.01,"Rain, Overcast",2020-01-24,657
34.9,32.9,33.6,0.14,0.0,1.18,12.2,256.0,4.8,96.6,93.8,"Rain, Overcast",2020-01-25,663
33.4,28.3,31.3,0.0,0.4,1.18,13.3,261.33,8.6,98.0,86.47,"Snow, Overcast",2020-01-26,605
35.5,28.2,32.0,0.0,0.0,1.18,9.4,307.21,7.5,90.4,83.36,Overcast,2020-01-27,698
33.0,31.1,32.2,0.0,0.0,0.66,7.7,251.83,9.5,99.9,75.11,Overcast,2020-01-28,680
33.2,30.1,31.8,0.06,0.0,0.39,7.7,75.79,8.9,93.4,74.75,"Rain, Overcast",2020-01-29,618
34.3,31.1,33.0,0.0,0.12,0.39,8.5,156.08,9.1,97.9,68.18,"Snow, Overcast",2020-01-30,617
36.7,31.2,34.2,0.02,0.07,0.39,7.9,183.04,6.0,89.6,79.46,"Snow, Overcast",2020-01-31,708
37.3,33.5,34.9,0.04,0.0,0.39,16.9,227.75,6.4,91.4,84.51,"Rain, Overcast",2020-02-01,801
53.1,35.4,43.2,0.0,0.0,0.0,21.6,249.79,9.9,63.0,64.0,Partially cloudy,2020-02-02,663
45.9,30.9,38.5,0.0,0.0,0.0,17.1,64.63,9.9,49.6,75.83,Partially cloudy,2020-02-03,743
38.0,30.7,34.7,0.0,0.0,0.0,24.3,21.79,9.9,81.6,68.59,Overcast,2020-02-04,648
31.1,27.9,29.4,0.03,0.98,0.98,16.2,51.5,7.9,71.7,63.51,"Snow, Partially cloudy",2020-02-05,632
30.1,27.8,29.0,0.06,1.71,2.7,17.2,83.79,5.5,77.8,78.09,"Snow, Overcast",2020-02-06,554
37.4,22.3,30.3,0.0,0.59,3.29,12.6,295.83,9.4,62.3,55.91,"Snow, Partially cloudy",2020-02-07,693
35.3,27.9,31.1,0.0,0.42,1.98,10.5,246.29,9.5,71.9,67.47,"Snow, Partially cloudy",2020-02-08,625
37.0,23.7,31.4,0.07,0.0,1.97,17.8,193.92,6.8,82.9,81.65,"Rain, Overcast",2020-02-09,563
36.5,26.9,30.7,0.0,0.0,1.63,13.4,253.92,8.7,77.3,77.74,Overcast,2020-02-10,628
34.5,26.3,30.2,0.0,0.0,1.37,19.2,267.25,8.6,52.7,69.19,Partially cloudy,2020-02-11,640
36.4,25.0,30.5,0.17,1.49,2.67,10.9,215.33,6.7,75.8,75.24,"Snow, Overcast",2020-02-12,627
